episode_id,begin_utc,end_utc,states,n_events,n_lsr,fatalities,injuries,damage_usd,n_counties,county_fips,min_lat,min_lon,max_lat,max_lon,max_roll_6h_mm,max_roll_12h_mm,max_roll_24h_mm,max_roll_72h_mm,max_ari_years,max_ari_duration,mrms_product
167205,2022-04-13 23,2022-04-14 01,KY,1,0,0,0,0,1,21145,36.95,-88.69,37.08,-88.58,,,,,,,
167613,2022-04-14 00,2022-04-14 02,MS,1,1,0,0,0,1,28003,34.900000000000006,-88.57,35.01,-88.45,,,,,,,
170469,2022-04-14 00,2022-04-14 02,MS,1,1,0,0,5000,1,28089,32.56,-90.11,32.669999999999995,-90.0,,,,,,,
168761,2022-04-14 05,2022-04-14 07,LA,1,1,0,0,0,1,22071,29.89,-90.17999999999999,30.02,-90.02,,,,,,,
168652,2022-04-15 14,2022-04-15 15,FL,1,1,0,0,0,1,12099,26.689999999999998,-80.13,26.810000000000002,-80.02,,,,,,,
166720,2022-04-16 07,2022-04-16 07,AL,2,2,0,0,0,1,01033,34.67,-87.97,34.83,-87.81,,,,,,,
168128,2022-04-16 07,2022-04-16 15,MS,2,1,0,0,20000,2,28013;28071,34.02,-89.51,34.51,-89.28,,,,,,,
174378,2022-04-17 23,2022-04-18 03,MS,6,9,0,0,85000,4,28035;28049;28065;28121,31.33,-90.19,32.32,-89.32,,,,,,,
167871,2022-04-21 08,2022-04-25 21,AR,3,3,0,0,0,3,05063;05067;05097,34.44,-93.92,35.8,-91.2,,,,,,,
168286,2022-04-21 11,2022-04-22 08,MO,6,6,0,0,15000,4,29009;29039;29119;29145,36.73,-94.41,37.67,-93.7,,,,,,,
169081,2022-04-22 13,2022-04-22 17,IA,8,8,0,0,0,5,19049;19077;19127;19153;19169,41.71,-94.44,42.02,-92.91,,,,,,,
169671,2022-04-23 16,2022-04-24 00,MN,4,0,0,0,290000,4,27029;27107;27119;27125,47.22,-97.02,47.94,-95.39,,,,,,,
169661,2022-04-23 21,2022-04-24 00,ND,2,4,0,0,100000,2,38035;38097,47.4,-97.14,47.92,-96.99000000000001,,,,,,,
167166,2022-04-24 09,2022-04-24 10,TX,1,1,0,0,200000,1,48227,32.190000000000005,-101.58,32.33,-101.39,,,,,,,
168892,2022-04-25 03,2022-04-25 07,TX,2,2,0,0,0,1,48181,33.540000000000006,-96.61,33.72,-96.45,,,,,,,
168936,2022-04-25 21,2022-04-25 21,TX,1,1,0,0,0,1,48025,28.36,-97.96,28.48,-97.85000000000001,,,,,,,
167182,2022-04-29 02,2022-04-29 08,KS,1,0,0,0,0,1,20147,39.82,-99.55,40.01,-99.44,,,,,,,
168153,2022-04-29 02,2022-04-29 02,NE,2,2,0,0,0,1,31141,41.42,-97.62,41.599999999999994,-97.49,,,,,,,
168155,2022-04-30 01,2022-04-30 01,NE,1,1,0,0,0,1,31067,40.330000000000005,-96.73,40.489999999999995,-96.58,,,,,,,
168289,2022-04-30 08,2022-04-30 16,MO,3,3,0,0,0,1,29097,37.050000000000004,-94.57,37.199999999999996,-94.34,,,,,,,
170168,2022-05-01 21,2022-05-01 22,LA,1,1,0,0,0,1,22053,30.16,-92.71,30.27,-92.59,,,,,,,
168681,2022-05-02 01,2022-05-02 02,TX,1,1,0,0,1000,1,48415,32.53,-101.02,32.709999999999994,-100.9,,,,,,,
169793,2022-05-02 23,2022-05-06 01,AR,9,8,0,0,0,8,05001;05005;05019;05039;05049;05069;05121;05135,33.83,-93.19,36.39,-90.91,,,,,,,
169577,2022-05-05 01,2022-05-05 19,OK,7,12,0,0,2000000,5,40001;40097;40111;40135;40143,35.49,-96.13,36.3,-94.77,,,,,,,
168325,2022-05-05 02,2022-05-05 08,KS,5,5,0,0,0,2,20021;20037,37.16,-94.84,37.54,-94.62,,,,,,,
169617,2022-05-05 03,2022-05-05 22,MO,16,16,1,0,10000,8,29011;29043;29057;29059;29077;29097;29167;29225,37.04,-94.58,37.75,-92.86,,,,,,,
169665,2022-05-05 03,2022-05-05 07,OK,2,2,0,0,0,1,40125,35.21,-96.95,35.36,-96.83,,,,,,,
169580,2022-05-05 06,2022-05-05 14,AR,5,4,1,0,50000,3,05007;05033;05143,35.61,-94.27,36.24,-94.08,,,,,,,
169780,2022-05-05 16,2022-05-05 19,TX,1,1,0,0,0,1,48257,32.52,-96.38,32.629999999999995,-96.26,,,,,,,
168991,2022-05-05 19,2022-05-05 20,AR,1,1,0,0,0,1,05099,33.77,-93.44,33.879999999999995,-93.33,,,,,,,
168994,2022-05-05 20,2022-05-05 23,TX,2,2,0,0,0,2,48365;48459,32.21,-95.03,32.8,-94.58,,,,,,,
167619,2022-05-06 13,2022-05-06 20,WV,12,26,1,0,1118000,10,54005;54011;54013;54015;54035;54039;54043;54079;54087;54099,37.98,-82.49,38.83,-81.08,,,,,,,
168114,2022-05-06 16,2022-05-07 01,KY,7,10,0,0,8000,5,21025;21065;21071;21159;21199,37.27,-84.58,37.86,-82.49,,,,,,,
167632,2022-05-06 18,2022-05-06 23,OH,7,6,0,0,20000,5,39001;39027;39047;39129;39141,38.68,-84.16,39.55,-82.77,,,,,,,
169416,2022-05-06 20,2022-05-07 00,KY,1,1,0,0,0,1,21097,38.330000000000005,-84.36,38.44,-84.25,,,,,,,
167631,2022-05-06 21,2022-05-07 00,KY,2,3,0,0,0,2,21161;21201,38.43,-83.97,38.57,-83.75,,,,,,,
167617,2022-05-07 00,2022-05-07 07,OH,2,2,0,0,1000,2,39087;39115,38.63,-82.67,39.55,-81.82,,,,,,,
169768,2022-05-07 21,2022-05-07 22,NC,1,1,0,0,0,1,37183,35.730000000000004,-78.73,35.839999999999996,-78.62,,,,,,,
168183,2022-05-08 00,2022-05-08 04,SD,1,1,0,0,0,1,46045,45.300000000000004,-99.3,45.41,-99.2,,,,,,,
170207,2022-05-09 12,2022-05-09 13,ND,1,1,0,0,0,1,38027,47.540000000000006,-98.85,47.65,-98.74000000000001,,,,,,,
168749,2022-05-10 22,2022-05-11 01,TX,2,2,0,0,5000,1,48371,30.82,-102.95,30.94,-102.82000000000001,,,,,,,
168735,2022-05-11 23,2022-05-12 02,IL,1,1,0,0,0,1,17011,41.260000000000005,-89.27,41.39,-89.16,,,,,,,
170209,2022-05-12 00,2022-05-12 03,MN,2,2,0,0,0,2,27005;27167,46.55,-96.74,46.82,-95.83,,,,,,,
169953,2022-05-12 15,2022-05-13 01,MN,1,0,0,0,0,1,27031,47.760000000000005,-90.24,47.87,-90.13000000000001,,,,,,,
169490,2022-05-12 19,2022-05-13 00,MI,2,6,0,0,3002000,2,26043;26103,45.79,-88.06,46.51,-87.69,,,,,,,
167988,2022-05-12 22,2022-05-13 03,WI,2,1,0,0,465500,2,55075;55083,44.99,-88.44,45.17,-88.08,,,,,,,
169954,2022-05-13 02,2022-05-13 18,MN,4,3,0,0,0,3,27031;27075;27137,46.91,-92.88,47.87,-89.93,,,,,,,
168568,2022-05-13 22,2022-05-14 04,IL,1,1,0,0,0,1,17187,40.830000000000005,-90.75,40.989999999999995,-90.63000000000001,,,,,,,
168446,2022-05-14 00,2022-05-14 03,IL,1,1,0,0,0,1,17201,42.24,-89.42999999999999,42.379999999999995,-89.32000000000001,,,,,,,
170056,2022-05-14 00,2022-05-14 03,IL,1,1,0,0,0,1,17057,40.63,-90.49,40.739999999999995,-90.35000000000001,,,,,,,
169077,2022-05-14 01,2022-05-14 04,MO,1,1,0,0,0,1,29139,38.95,-91.31,39.129999999999995,-91.21000000000001,,,,,,,
169620,2022-05-14 04,2022-05-14 12,MO,1,1,0,0,0,1,29091,36.970000000000006,-91.77,37.08,-91.66,,,,,,,
176066,2022-05-14 08,2022-05-14 08,KY,1,0,1,0,0,1,21205,38.160000000000004,-83.6,38.279999999999994,-83.49000000000001,,,,,,,
169786,2022-05-14 21,2022-05-14 23,KY,1,1,0,0,0,1,21073,38.14,-84.95,38.25,-84.84,,,,,,,
167677,2022-05-14 22,2022-05-14 23,IN,2,2,0,0,0,1,18041,39.480000000000004,-85.25999999999999,39.65,-85.06,,,,,,,
168711,2022-05-14 23,2022-05-15 03,OH,2,2,0,0,750000,2,39103;39151,40.91,-82.02,41.07,-81.37,,,,,,,
168855,2022-05-15 00,2022-05-15 01,PA,1,1,0,0,1000,1,42125,40.010000000000005,-80.08,40.12,-79.97,,,,,,,
167678,2022-05-15 01,2022-05-15 03,OH,1,2,0,0,0,1,39047,39.410000000000004,-83.47,39.519999999999996,-83.36,,,,,,,
169841,2022-05-15 18,2022-05-15 21,AR,1,1,0,0,0,1,05101,36.050000000000004,-93.19,36.16,-93.08,,,,,,,
169795,2022-05-15 20,2022-05-15 22,NY,3,3,0,0,0,1,36001,42.61,-73.91,42.739999999999995,-73.79,,,,,,,
167805,2022-05-16 23,2022-05-17 01,VT,1,0,0,0,5000,1,50001,43.620000000000005,-73.13,43.75,-73.0,,,,,,,
169727,2022-05-18 02,2022-05-18 08,KS,7,7,0,0,0,4,20087;20127;20161;20177,38.76,-96.85,39.25,-95.21,,,,,,,
169870,2022-05-20 03,2022-05-20 05,MN,1,1,0,0,150000,1,27169,43.980000000000004,-91.73,44.129999999999995,-91.55,,,,,,,
168032,2022-05-20 11,2022-05-20 14,OH,3,2,0,0,70000,2,39017;39165,39.28,-84.55,39.39,-84.16,,,,,,,
170366,2022-05-20 18,2022-05-20 20,FL,1,1,0,0,5000,1,12099,26.3,-80.14999999999999,26.42,-80.04,,,,,,,
168277,2022-05-21 18,2022-05-21 19,SC,2,11,0,0,40,1,45079,33.93,-81.1,34.07,-80.97,,,,,,,
168763,2022-05-22 00,2022-05-22 03,PA,1,1,0,0,500000,1,42049,41.82,-79.94,41.97,-79.81,,,,,,,
169436,2022-05-22 01,2022-05-22 03,NY,1,1,0,0,0,1,36013,41.95,-79.67999999999999,42.059999999999995,-79.57000000000001,,,,,,,
169849,2022-05-23 20,2022-05-24 06,NC,4,4,0,0,0,3,37001;37135;37183,35.78,-79.44,36.11,-78.73,,,,,,,
168214,2022-05-24 01,2022-05-24 03,TX,4,0,0,0,0,4,48017;48079;48219;48279,33.74,-102.62,33.89,-102.43,,,,,,,
168034,2022-05-24 02,2022-05-24 10,TX,2,2,0,0,330000,2,48427;48505,26.31,-99.27,26.92,-98.69,,,,,,,
169589,2022-05-24 08,2022-05-24 14,OK,1,1,0,0,0,1,40037,36.02,-96.66,36.169999999999995,-96.53,,,,,,,
168273,2022-05-24 22,2022-05-25 00,TX,1,0,0,0,0,1,48303,33.370000000000005,-102.01,33.48,-101.73,,,,,,,
169942,2022-05-24 23,2022-05-24 23,TX,1,1,0,0,0,1,48049,31.61,-99.00999999999999,31.720000000000002,-98.91,,,,,,,
170047,2022-05-25 18,2022-05-25 21,LA,2,2,0,0,0,2,22071;22089,29.89,-90.46,30.04,-89.99,,,,,,,
169358,2022-05-25 23,2022-05-26 19,FL,2,2,0,0,0,1,12045,29.68,-85.36999999999999,29.8,-85.24000000000001,,,,,,,
170248,2022-05-26 14,2022-05-26 15,AL,1,1,0,0,250000,1,01003,30.48,-87.96,30.59,-87.85000000000001,,,,,,,
170250,2022-05-26 17,2022-05-26 18,FL,1,1,0,0,0,1,12113,30.439999999999998,-87.14999999999999,30.55,-87.04,,,,,,,
169999,2022-05-26 19,2022-05-27 01,NC,3,1,0,0,32000,3,37087;37089;37175,35.14,-82.91,35.4,-82.45,,,,,,,
169276,2022-05-26 21,2022-05-26 22,KY,2,2,0,0,0,1,21013,36.62,-83.78999999999999,36.78,-83.61,,,,,,,
168731,2022-05-26 22,2022-05-27 10,IA,3,3,0,0,0,2,19057;19105,40.83,-91.36,42.18,-91.11,,,,,,,
169867,2022-05-27 19,2022-05-27 22,IN,1,1,0,0,300000,1,18183,41.190000000000005,-85.52,41.32,-85.41,,,,,,,
169860,2022-05-27 21,2022-05-27 23,NC,1,1,0,0,0,1,37183,35.56,-78.97,35.669999999999995,-78.84,,,,,,,
170009,2022-05-27 21,2022-05-28 17,NJ,3,3,0,0,0,3,34017;34031;34039,40.71,-74.32,40.86,-74.16,,,,,,,
168059,2022-05-27 23,2022-05-28 00,VA,1,1,0,0,0,1,51003,37.74,-78.55,37.849999999999994,-78.44,,,,,,,
169978,2022-05-28 10,2022-05-28 15,ME,1,3,0,0,0,1,23003,47.1,-68.0,47.26,-67.79,,,,,,,
170373,2022-05-29 21,2022-05-29 23,FL,2,3,0,0,0,1,12086,25.82,-80.38,25.96,-80.25,,,,,,,
168727,2022-05-30 19,2022-05-31 05,SD,2,2,0,0,0,1,46029,44.86,-97.17,44.98,-97.03,,,,,,,
169844,2022-05-31 00,2022-05-31 02,KS,1,1,0,0,0,1,20085,39.52,-95.66,39.629999999999995,-95.5,,,,,,,
169217,2022-05-31 05,2022-05-31 11,KS,1,1,0,0,0,1,20169,38.67,-97.75,38.8,-97.64,,,,,,,
168294,2022-06-01 01,2022-06-01 03,TX,1,3,0,0,1000000,1,48191,34.58,-100.72,34.7,-100.61,,,,,,,
169040,2022-06-01 02,2022-06-01 05,KS,3,5,0,0,0,3,20015;20035;20173,37.15,-97.41,37.78,-96.96,,,,,,,
169676,2022-06-01 02,2022-06-01 05,OK,2,4,0,0,0,2,40065;40141,34.37,-99.36,34.67,-99.01,,,,,,,
168571,2022-06-01 04,2022-06-01 05,IL,1,1,0,0,0,1,17067,40.230000000000004,-91.07,40.349999999999994,-90.96000000000001,,,,,,,
169219,2022-06-01 06,2022-06-01 08,KS,2,4,0,0,0,2,20015;20173,37.68,-97.49,37.78,-96.98,,,,,,,
171178,2022-06-01 22,2022-06-02 01,OK,1,1,0,0,0,1,40039,35.47,-99.07,35.6,-98.95,,,,,,,
168184,2022-06-02 00,2022-06-02 01,IN,1,0,0,0,10000,1,18041,39.650000000000006,-85.13,39.76,-85.01,,,,,,,
168535,2022-06-02 01,2022-06-02 04,NJ,2,3,0,0,0,2,34027;34035,40.63,-74.62,40.79,-74.42,,,,,,,
169167,2022-06-02 16,2022-06-02 19,MS,1,1,0,0,2000,1,28105,33.38,-88.88,33.51,-88.77,,,,,,,
171603,2022-06-02 19,2022-06-02 20,NJ,2,2,0,0,0,1,34003,40.900000000000006,-74.14,41.089999999999996,-74.01,,,,,,,
168221,2022-06-02 20,2022-06-02 22,MD,1,1,0,0,0,1,24031,38.92,-77.16,39.029999999999994,-77.05,,,,,,,
171604,2022-06-02 20,2022-06-02 22,NY,5,2,0,0,0,1,36119,40.830000000000005,-73.89999999999999,40.97,-73.74000000000001,,,,,,,
168198,2022-06-02 21,2022-06-03 04,AL,7,7,0,0,0,1,01077,34.84,-87.76,34.989999999999995,-87.66,,,,,,,
168220,2022-06-02 22,2022-06-02 22,DC,1,0,0,0,0,1,11001,38.900000000000006,-77.11,39.01,-77.0,,,,,,,
171670,2022-06-02 23,2022-06-03 03,TN,8,8,0,0,15000,2,47015;47099,35.21,-87.5,35.82,-86.11,,,,,,,
171810,2022-06-03 00,2022-06-03 02,WA,1,1,0,0,0,1,53013,46.28,-117.91,46.39,-117.8,,,,,,,
171562,2022-06-03 02,2022-06-03 22,WA,3,5,0,0,435000,3,53003;53007;53047,46.28,-120.42,48.74,-117.35,,,,,,,
171756,2022-06-03 02,2022-06-03 03,LA,1,1,0,0,0,1,22005,30.24,-90.94,30.35,-90.82000000000001,,,,,,,
169371,2022-06-03 09,2022-06-03 11,TX,1,1,0,0,5000,1,48335,32.330000000000005,-100.92999999999999,32.44,-100.8,,,,,,,
170379,2022-06-04 00,2022-06-04 01,TX,2,2,0,0,150000,1,48439,32.58,-97.3,32.81,-97.19,,,,,,,
171323,2022-06-04 00,2022-06-04 01,GA,1,1,0,0,0,1,13087,30.689999999999998,-84.59,30.8,-84.48,,,,,,,
171662,2022-06-04 05,2022-06-04 17,FL,3,11,0,0,20000,3,12011;12021;12086,25.68,-81.74,26.18,-80.15,,,,,,,
171003,2022-06-05 14,2022-06-05 17,OK,1,1,0,0,0,1,40109,35.61,-97.58,35.72,-97.47,,,,,,,
171565,2022-06-05 18,2022-06-06 01,WA,11,12,0,0,545000,5,53003;53007;53017;53047;53063,46.41,-120.37,48.03,-117.06,,,,,,,
170331,2022-06-05 21,2022-06-06 03,KS,1,2,0,0,1250000,1,20163,39.41,-99.47,39.57,-99.35000000000001,,,,,,,
170510,2022-06-05 21,2022-06-05 22,NE,5,5,0,0,0,1,31055,41.14,-96.24,41.309999999999995,-95.98,,,,,,,
170927,2022-06-06 02,2022-06-06 05,KS,4,4,0,0,1600,2,20053;20105,38.77,-98.3,39.07,-98.10000000000001,,,,,,,
171709,2022-06-06 19,2022-06-07 17,FL,1,0,0,0,0,1,12086,25.52,-80.39,25.650000000000002,-80.27,,,,,,,
170133,2022-06-06 22,2022-06-07 02,IL,2,1,0,0,0,2,17095;17175,40.77,-90.43,41.09,-89.67,,,,,,,
171431,2022-06-07 00,2022-06-07 02,CO,1,1,0,0,0,1,08099,38.040000000000006,-102.67,38.16,-102.52,,,,,,,
171006,2022-06-07 12,2022-06-07 16,OK,2,3,0,0,0,2,40049;40109,34.77,-97.74,35.54,-96.95,,,,,,,
170540,2022-06-07 15,2022-06-07 19,AR,6,5,0,0,0,2,05033;05131,35.3,-94.41,35.5,-94.3,,,,,,,
170480,2022-06-07 19,2022-06-10 17,AR,4,4,0,0,0,3,05051;05097;05145,34.68,-93.67,35.46,-91.69,,,,,,,
169726,2022-06-07 22,2022-06-08 05,AL,4,4,0,0,0,2,01089;01095,34.34,-86.57,34.64,-86.29,,,,,,,
170530,2022-06-07 22,2022-06-08 15,AL,9,31,0,0,0,5,01015;01055;01073;01117;01121,33.16,-86.97,34.03,-85.9,,,,,,,
170919,2022-06-07 22,2022-06-08 00,AR,1,2,0,0,0,1,05055,35.970000000000006,-90.52,36.11,-90.41,,,,,,,
171672,2022-06-07 23,2022-06-07 23,TN,1,1,0,0,0,1,47189,36.03,-86.11999999999999,36.14,-86.01,,,,,,,
171458,2022-06-08 06,2022-06-08 08,CO,1,1,0,0,0,1,08099,38.03,-102.67999999999999,38.15,-102.57000000000001,,,,,,,
171007,2022-06-08 11,2022-06-08 18,OK,10,11,0,0,0,5,40015;40039;40051;40123;40129,34.67,-99.93,35.66,-96.62,,,,,,,
170542,2022-06-08 16,2022-06-08 21,AR,3,3,0,0,0,2,05033;05131,35.17,-94.42,35.53,-94.31,,,,,,,
170541,2022-06-08 17,2022-06-08 20,OK,3,3,0,0,0,3,40101;40121;40135,34.94,-95.77,35.74,-95.11,,,,,,,
169819,2022-06-08 22,2022-06-08 23,TX,1,1,0,0,8000,1,48389,30.9,-103.77,31.01,-103.66,,,,,,,
168494,2022-06-08 23,2022-06-09 03,MD,6,5,0,0,0,2,24005;24027,39.15,-76.94,39.35,-76.68,,,,,,,
168580,2022-06-08 23,2022-06-09 01,OH,1,1,0,0,250,1,39127,39.760000000000005,-82.35,39.87,-82.23,,,,,,,
168477,2022-06-09 02,2022-06-09 07,WV,2,2,0,0,3250,2,54015;54087,38.49,-81.35,38.64,-81.13,,,,,,,
168536,2022-06-09 08,2022-06-09 10,PA,1,1,0,0,0,1,42045,39.86,-75.32,39.98,-75.2,,,,,,,
171527,2022-06-09 18,2022-06-09 21,FL,2,3,0,0,0,2,12011;12086,25.55,-80.38,26.03,-80.14,,,,,,,
170545,2022-06-10 10,2022-06-10 13,OK,3,5,0,0,0,2,40101;40135,35.45,-95.43,35.76,-94.77,,,,,,,
170546,2022-06-10 11,2022-06-10 13,AR,2,5,0,0,0,1,05131,35.21,-94.44,35.37,-94.26,,,,,,,
171761,2022-06-10 15,2022-06-10 19,LA,8,8,0,0,90000,2,22051;22071,29.9,-90.23,30.09,-90.0,,,,,,,
169169,2022-06-10 19,2022-06-10 21,MS,2,3,0,0,10000,1,28035,31.259999999999998,-89.36999999999999,31.38,-89.26,,,,,,,
168542,2022-06-11 18,2022-06-11 19,SC,1,1,0,0,110,1,45079,33.93,-81.08,34.04,-80.97,,,,,,,
170140,2022-06-12 13,2022-06-12 16,IL,1,1,0,0,0,1,17169,40.040000000000006,-90.67,40.19,-90.56,,,,,,,
168491,2022-06-12 15,2022-06-12 15,IN,1,1,0,0,10000,1,18133,39.77,-87.07,39.879999999999995,-86.95,,,,,,,
168831,2022-06-13 03,2022-06-13 06,SD,1,0,0,0,0,1,46055,43.95,-101.8,44.05,-101.06,,,,,,,
171605,2022-06-13 06,2022-06-13 07,CT,1,1,0,0,0,1,09001,40.99,-73.59,41.099999999999994,-73.48,,,,,,,
169754,2022-06-13 12,2022-06-13 21,MI,1,1,0,0,10000,1,26131,46.650000000000006,-89.81,46.79,-89.7,,,,,,,
168496,2022-06-13 13,2022-06-13 15,MN,1,1,0,0,0,1,27147,44.03,-93.28,44.15,-93.17,,,,,,,
168658,2022-06-13 21,2022-06-13 23,IN,2,2,0,0,0,2,18023;18059,39.85,-86.4,40.42,-85.79,,,,,,,
170579,2022-06-14 05,2022-06-14 10,ND,1,0,0,0,150000,1,38103,47.32,-99.44,47.43,-99.31,,,,,,,
168704,2022-06-14 14,2022-06-14 16,WV,1,1,1,0,5000,1,54103,39.57,-80.71,39.709999999999994,-80.52,,,,,,,
168538,2022-06-14 15,2022-06-14 20,WV,7,7,0,0,9000,2,54033;54083,38.54,-80.35,39.39,-79.95,,,,,,,
169721,2022-06-15 16,2022-06-17 17,MT,1,0,0,0,500000,1,30029,48.09,-114.24,48.37,-113.75,,,,,,,
170890,2022-06-16 01,2022-06-16 02,KS,2,2,0,0,0,1,20111,38.150000000000006,-96.08,38.349999999999994,-95.89,,,,,,,
171484,2022-06-16 04,2022-06-16 04,KS,1,1,0,0,0,1,20073,38.040000000000006,-96.28,38.22,-96.16,,,,,,,
169055,2022-06-16 14,2022-06-17 08,OH,2,4,0,0,1000,1,39167,39.52,-81.46,39.69,-81.16,,,,,,,
168643,2022-06-16 22,2022-06-17 00,SC,9,8,0,0,63100,2,45063;45079,33.92,-81.13,34.089999999999996,-80.99,,,,,,,
171625,2022-06-16 22,2022-06-16 22,NC,1,1,0,0,0,1,37167,35.17,-80.36,35.279999999999994,-80.25,,,,,,,
168860,2022-06-17 00,2022-06-17 01,VA,1,1,0,0,0,1,51137,38.190000000000005,-78.16,38.3,-78.05,,,,,,,
168706,2022-06-17 01,2022-06-17 06,OH,1,2,0,0,80000,1,39121,39.75,-81.68,39.919999999999995,-81.53,,,,,,,
169045,2022-06-17 02,2022-06-17 07,WV,2,2,0,0,1000,2,54041;54095,38.89,-81.06,39.53,-80.4,,,,,,,
170150,2022-06-17 10,2022-06-17 15,IL,8,8,0,0,0,4,17021;17049;17137;17173,39.11,-90.11,39.65,-88.49,,,,,,,
169058,2022-06-17 20,2022-06-17 23,WV,1,1,0,0,250,1,54067,38.18,-81.03999999999999,38.309999999999995,-80.91,,,,,,,
168713,2022-06-19 00,2022-06-19 02,NM,2,2,0,0,30000,2,35039;35061,34.81,-106.84,36.19,-105.91,,,,,,,
171713,2022-06-19 03,2022-06-19 17,UT,2,2,0,0,0,2,49007;49055,38.22,-111.2,39.68,-110.84,,,,,,,
169287,2022-06-19 21,2022-06-19 23,NM,2,2,0,0,100000,1,35006,35.03,-107.64999999999999,35.169999999999995,-107.47,,,,,,,
171149,2022-06-21 02,2022-06-21 05,NM,1,1,0,0,0,1,35051,33.28,-107.74,33.39,-107.61,,,,,,,
171150,2022-06-22 16,2022-06-23 03,NM,2,2,0,0,0,2,35013;35051,32.16,-107.56,32.85,-106.66,,,,,,,
168861,2022-06-22 21,2022-06-22 22,VA,4,4,0,0,0,3,51139;51187;51840,38.63,-78.55,39.17,-78.18,,,,,,,
169134,2022-06-22 22,2022-06-22 22,CA,1,2,0,0,0,1,06065,33.88,-116.86999999999999,33.989999999999995,-116.76,,,,,,,
169024,2022-06-22 23,2022-06-23 02,CA,1,2,0,0,5000,1,06065,33.800000000000004,-115.32,33.91,-115.18,,,,,,,
170159,2022-06-23 01,2022-06-23 10,WV,4,7,0,0,5750,2,54001;54067,38.21,-81.03,39.19,-79.98,,,,,,,
170190,2022-06-23 12,2022-06-23 14,NY,1,3,0,0,80000,1,36033,44.730000000000004,-74.34,44.849999999999994,-74.18,,,,,,,
171847,2022-06-23 18,2022-06-23 23,UT,2,2,0,0,110000,1,49055,38.17,-111.21,38.37,-110.71,,,,,,,
171522,2022-06-23 22,2022-06-23 23,AZ,1,0,0,0,0,1,04019,31.72,-111.6,31.84,-111.42,,,,,,,
169222,2022-06-24 02,2022-06-24 10,MN,2,3,0,0,1530000,2,27097;27145,45.5,-94.52,46.12,-94.15,,,,,,,
170930,2022-06-24 04,2022-06-24 06,MN,1,1,0,0,0,1,27035,46.160000000000004,-94.14999999999999,46.269999999999996,-94.04,,,,,,,
171269,2022-06-24 22,2022-06-25 01,ND,1,1,0,0,20000,1,38103,47.720000000000006,-99.64,47.839999999999996,-99.47,,,,,,,
171873,2022-06-25 01,2022-06-25 04,GA,1,1,0,0,0,1,13225,32.6,-83.86999999999999,32.72,-83.75,,,,,,,
170975,2022-06-25 08,2022-06-25 09,IA,1,1,0,0,0,1,19141,42.96,-95.78999999999999,43.07,-95.68,,,,,,,
169884,2022-06-25 09,2022-06-25 12,IA,2,2,0,0,0,2,19019;19103,41.67,-91.89,42.42,-91.42,,,,,,,
169936,2022-06-25 23,2022-06-26 01,NM,1,1,1,0,0,1,35049,35.59,-106.08,35.709999999999994,-105.91,,,,,,,
170243,2022-06-26 00,2022-06-26 01,KY,1,2,0,0,3000,1,21043,38.25,-83.23,38.36,-83.11,,,,,,,
170244,2022-06-26 00,2022-06-26 01,VA,1,2,0,0,250,1,51051,37.080000000000005,-82.55,37.19,-82.43,,,,,,,
170193,2022-06-26 03,2022-06-26 08,IL,3,3,0,0,0,3,17021;17113;17167,39.57,-89.58,40.55,-89.03,,,,,,,
170241,2022-06-26 14,2022-06-27 13,WV,2,3,0,0,3500,2,54007;54081,37.67,-81.27,38.71,-80.66,,,,,,,
171417,2022-06-26 19,2022-06-26 22,AZ,2,3,0,0,160000,1,04005,35.19,-111.71,35.37,-111.51,,,,,,,
171841,2022-06-26 21,2022-06-30 22,UT,3,3,0,0,0,3,49017;49053;49055,37.18,-112.98,38.28,-111.07,,,,,,,
169290,2022-06-26 22,2022-06-27 01,NM,1,4,0,0,500000,1,35005,33.370000000000005,-104.56,33.489999999999995,-104.45,,,,,,,
169361,2022-06-27 00,2022-06-28 04,OH,1,1,0,0,0,1,39121,39.830000000000005,-81.55,39.949999999999996,-81.41,,,,,,,
170586,2022-06-27 00,2022-06-27 03,AZ,3,3,0,0,0,3,04012;04013;04021,32.9,-113.99,33.92,-111.73,,,,,,,
169352,2022-06-27 01,2022-06-27 01,CO,1,0,0,0,25000,1,08067,37.17,-107.64999999999999,37.29,-107.54,,,,,,,
169362,2022-06-27 01,2022-06-27 03,PA,1,1,0,0,0,1,42007,40.690000000000005,-80.42,40.839999999999996,-80.3,,,,,,,
171874,2022-06-27 21,2022-06-28 00,GA,1,1,0,0,0,1,13089,33.660000000000004,-84.36,33.769999999999996,-84.25,,,,,,,
171152,2022-06-27 22,2022-06-28 00,NM,1,1,0,0,0,1,35035,32.800000000000004,-105.7,32.94,-105.57000000000001,,,,,,,
169456,2022-06-29 02,2022-06-29 05,AZ,2,3,0,0,51000,1,04015,35.1,-114.03,35.46,-113.88,,,,,,,
169330,2022-06-29 14,2022-06-29 15,SC,1,2,0,0,1100,1,45079,33.900000000000006,-81.03999999999999,34.01,-80.93,,,,,,,
171380,2022-06-29 22,2022-06-30 00,AL,1,1,0,0,0,1,01045,31.25,-85.61999999999999,31.36,-85.48,,,,,,,
171537,2022-06-29 22,2022-06-30 01,GA,5,5,0,0,0,2,13173;13185,30.66,-83.34,31.04,-83.17,,,,,,,
